,id,retweet_count,favorite_count
947,750868782890057730,1510,5082
948,750719632563142656,5477,14033
949,750506206503038976,1248,4719
950,750429297815552001,4675,14013
951,750383411068534784,1232,4822
952,750381685133418496,32,733
953,750147208377409536,1051,3288
954,750132105863102464,1381,3856
955,750117059602808832,1413,4597
956,750101899009982464,914,3232
957,750086836815486976,591,2308
958,750071704093859840,3622,8353
959,750056684286914561,971,3328
960,750041628174217216,672,3372
961,750026558547456000,858,2883
962,750011400160841729,991,3449
963,749996283729883136,879,3219
964,749981277374128128,2656,5429
965,749774190421639168,1420,4927
966,749417653287129088,1813,6470
967,749403093750648834,594,2793
968,749395845976588288,3761,9141
969,749317047558017024,2404,5824
970,749075273010798592,2240,6125
971,749064354620928000,1632,5084
972,749036806121881602,845,3290
973,748977405889503236,3687,11368
974,748932637671223296,2449,6204
975,748705597323898880,1027,2931
976,748699167502000129,1733,5023
977,748692773788876800,1443,4497
978,748575535303884801,2161,6427
979,748568946752774144,728,2309
980,748346686624440324,1341,5551
981,748337862848962560,4472,8155
982,748324050481647620,832,3931
983,748307329658011649,772,3886
984,748220828303695873,8428,14971
985,747963614829678593,2326,6136
986,747933425676525569,2763,7017
987,747885874273214464,1069,3132
988,747844099428986880,811,2972
989,747816857231626240,1255,5145
990,747651430853525504,170,1460
991,747648653817413632,6324,13656
992,747600769478692864,594,2455
993,747594051852075008,1137,3910
994,747512671126323200,1715,5878
995,747461612269887489,1117,4098
996,747439450712596480,2079,5744
997,747242308580548608,3115,0
998,747219827526344708,1712,5586
999,747204161125646336,995,3578
1000,747103485104099331,4318,10145
1001,746906459439529985,321,3054
1002,746872823977771008,2323,6345
1003,746818907684614144,1862,5613
1004,746790600704425984,1715,5161
1005,746757706116112384,4208,10128
1006,746726898085036033,1934,6388
1007,746542875601690625,2016,5325
1008,746521445350707200,1062,0
1009,746507379341139972,1167,4901
1010,746369468511756288,1782,6525
1011,746131877086527488,2378,7305
1012,746056683365994496,885,3754
1013,745789745784041472,1153,4266
1014,745712589599014916,2508,7386
1015,745433870967832576,2744,7508
1016,745422732645535745,2627,9067
1017,745314880350101504,2995,7572
1018,745074613265149952,3809,8284
1019,745057283344719872,2455,7646
1020,744995568523612160,674,3146
1021,744971049620602880,2905,8332
1022,744709971296780288,1680,5913
1023,744334592493166593,2307,7158
1024,744234799360020481,84358,165066
1025,744223424764059648,401,1796
1026,743980027717509120,1172,4387
1027,743895849529389061,1032,3849
1028,743835915802583040,2254,0
1029,743609206067040256,1487,4736
1030,743595368194129920,7079,19516
1031,743545585370791937,1008,3723
1032,743510151680958465,3979,8345
1033,743253157753532416,1309,4478
1034,743222593470234624,2054,6546
1035,743210557239623680,1467,4051
1036,742534281772302336,3835,7442
1037,742528092657332225,2150,4684
1038,742465774154047488,4185,7667
1039,742423170473463808,4093,10394
1040,742385895052087300,2145,7172
1041,742161199639494656,1480,4570
1042,742150209887731712,1682,5424
1043,741793263812808706,1626,4815
1044,741743634094141440,2982,8637
1045,741438259667034112,899,3876
1046,741303864243200000,3487,9261
1047,741099773336379392,5969,10599
1048,741067306818797568,3326,9964
1049,740995100998766593,2982,6751
1050,740711788199743490,1004,3592
1051,740699697422163968,842,2988
1052,740676976021798912,7327,19149
1053,740373189193256964,14316,36691
1054,740365076218183684,471,2617
1055,740359016048689152,921,3481
1056,740214038584557568,2118,7060
1057,739979191639244800,6369,21052
1058,739932936087216128,1161,4277
1059,739844404073074688,917,3998
1060,739623569819336705,1461,4017
1061,739606147276148736,1785,5682
1062,739544079319588864,23049,41886
1063,739485634323156992,3166,7586
1064,739238157791694849,62509,122152
1065,738891149612572673,6,113
1066,738885046782832640,1228,3979
1067,738883359779196928,876,3525
1068,738537504001953792,1681,5371
1069,738402415918125056,911,3449
1070,738184450748633089,1303,4546
1071,738166403467907072,3667,9283
1072,738156290900254721,705,2676
1073,737826014890496000,1898,5553
1074,737800304142471168,3721,10531
1075,737678689543020544,1432,5320
1076,737445876994609152,4800,10867
1077,737322739594330112,872,3805
1078,737310737551491075,7964,15487
1079,736736130620620800,1866,4559
1080,736392552031657984,7970,18717
1081,736365877722001409,1345,4202
1082,736225175608430592,2975,8570
1083,736010884653420544,3200,8333
1084,735991953473572864,1232,3793
1085,735648611367784448,1179,4229
1086,735635087207878657,2535,6513
1087,735274964362878976,5452,13706
1088,735256018284875776,950,3519
1089,735137028879360001,1041,3303
1090,734912297295085568,552,2881
1091,734787690684657664,6771,13231
1092,734776360183431168,583,2644
1093,734559631394082816,424,1573
1094,733828123016450049,834,3786
1095,733822306246479872,1082,3866
1096,733482008106668032,1020,3320
1097,733460102733135873,1373,4433
1098,733109485275860992,18036,51777
1099,732732193018155009,575,2573
1100,732726085725589504,950,3715
1101,732585889486888962,825,3880
1102,732375214819057664,2708,8517
1103,732005617171337216,5864,15730
1104,731285275100512256,1055,3669
1105,731156023742988288,1362,4036
1106,730924654643314689,2122,6450
1107,730573383004487680,2314,5176
1108,730427201120833536,1115,3645
1109,730211855403241472,1134,4022
1110,730196704625098752,2055,5145
1111,729854734790754305,1204,4240
1112,729838605770891264,410,1795
1113,729823566028484608,1328,4192
1114,729463711119904772,2472,6116
1115,729113531270991872,350,1980
1116,728986383096946689,879,3333
1117,728760639972315136,1828,4915
1118,728751179681943552,728,2923
1119,728653952833728512,1116,3491
1120,728409960103686147,2153,5170
1121,728387165835677696,1027,3855
1122,728046963732717569,1259,4530
1123,728035342121635841,1789,4777
1124,728015554473250816,1172,4309
1125,727685679342333952,686,3093
1126,727644517743104000,1872,6206
1127,727524757080539137,1311,4701
1128,727314416056803329,803,3492
1129,727286334147182592,874,3204
1130,727175381690781696,1474,4073
1131,727155742655025152,1417,3824
1132,726935089318363137,2629,7246
1133,726887082820554753,1611,4030
1134,726828223124897792,1080,3736
1135,726224900189511680,1233,4643
1136,725842289046749185,2838,7416
1137,725786712245440512,1456,4379
1138,725729321944506368,1907,5454
1139,725458796924002305,666,1483
1140,724983749226668032,1392,3892
1141,724771698126512129,688,2488
1142,724405726123311104,1763,5579
1143,724049859469295616,1892,4541
1144,724046343203856385,596,2800
1145,724004602748780546,1687,4396
1146,723912936180330496,1310,4088
1147,723688335806480385,3194,8110
1148,723673163800948736,955,3179
1149,723179728551723008,2010,5566
1150,722974582966214656,1684,4322
1151,722613351520608256,1752,5211
1152,721503162398597120,2004,4892
1153,721001180231503872,657,2656
1154,720785406564900865,828,3276
1155,720775346191278080,729,2603
1156,720415127506415616,1597,4336
1157,720389942216527872,2697,6736
1158,720340705894408192,1043,3013
1159,720059472081784833,1208,4083
1160,720043174954147842,2151,5145
1161,719991154352222208,1868,5069
1162,719704490224398336,1557,4799
1163,719551379208073216,2067,5306
1164,719367763014393856,791,2934
1165,719339463458033665,1339,4643
1166,719332531645071360,1025,3588
1167,718971898235854848,1176,3662
1168,718939241951195136,1883,5498
1169,718631497683582976,8654,19860
1170,718613305783398402,517,2561
1171,718540630683709445,1082,2615
1172,718460005985447936,566,2837
1173,718454725339934721,1613,5110
1174,718246886998687744,535,2027
1175,718234618122661888,1074,4069
1176,717841801130979328,635,2570
1177,717790033953034240,1207,3034
1178,717537687239008257,1971,6044
1179,717428917016076293,487,1685
1180,717421804990701568,902,3306
1181,717047459982213120,2037,6581
1182,717009362452090881,1045,3440
1183,716802964044845056,1258,4483
1184,716791146589110272,1533,6264
1185,716730379797970944,457,1291
1186,716447146686459905,6303,13767
1187,716439118184652801,230,2479
1188,716285507865542656,1161,2923
1189,716080869887381504,1865,5136
1190,715928423106027520,937,3349
1191,715758151270801409,1520,3927
1192,715733265223708672,1809,4908
1193,715704790270025728,606,2939
1194,715696743237730304,1380,4103
1195,715680795826982913,1734,4548
1196,715360349751484417,1686,5748
1197,715342466308784130,730,3177
1198,715220193576927233,699,2537
1199,715200624753819648,2018,5382
1200,715009755312439296,1325,4375
1201,714982300363173890,1109,3943
1202,714962719905021952,4572,7726
1203,714957620017307648,1518,4350
1204,714631576617938945,1072,3435
1205,714606013974974464,995,3805
1206,714485234495041536,1240,2846
1207,714258258790387713,766,3158
1208,714251586676113411,903,3432
1209,714214115368108032,940,2384
1210,714141408463036416,1501,4523
1211,713919462244790272,831,3442
1212,713909862279876608,582,2011
1213,713900603437621249,797,2978
1214,713761197720473600,1476,5129
1215,713411074226274305,1382,4633
1216,713177543487135744,3032,7562
1217,713175907180089344,1558,4688
1218,712809025985978368,7213,19550
1219,712717840512598017,5364,12994
1220,712668654853337088,1303,4374
1221,712438159032893441,1674,5593
1222,712309440758808576,25,256
1223,712097430750289920,1106,3998
1224,712092745624633345,962,3097
1225,712085617388212225,519,3414
1226,712065007010385924,667,2379
1227,711998809858043904,135,0
1228,711968124745228288,2470,8479
1229,711743778164514816,1058,2993
1230,711732680602345472,4416,9356
1231,711694788429553666,19579,34514
1232,711652651650457602,980,4070
1233,711363825979756544,1213,3847
1234,711306686208872448,786,3483
1235,711008018775851008,665,3150
1236,710997087345876993,1493,4786
1237,710844581445812225,738,2676
1238,710833117892898816,577,2828
1239,710658690886586372,606,2431
1240,710609963652087808,2517,5047
1241,710588934686908417,2011,4789
1242,710296729921429505,789,2486
1243,710283270106132480,552,2244
1244,710272297844797440,1351,4756
1245,710269109699739648,1208,2530
1246,710153181850935296,961,3060
1247,710140971284037632,958,2914
1248,710117014656950272,2127,5785
1249,709918798883774466,1144,3140
1250,709901256215666688,105,709
1251,709852847387627521,1281,3687
1252,709566166965075968,1295,3727
1253,709556954897764353,1140,3457
1254,709519240576036864,257,1568
1255,709449600415961088,633,2344
1256,709409458133323776,743,2754
1257,709225125749587968,612,2527
1258,709207347839836162,6256,13277
1259,709198395643068416,687,2544
1260,709179584944730112,722,2121
1261,709158332880297985,449,2150
1262,709042156699303936,1758,5007
1263,708853462201716736,704,1891
1264,708845821941387268,961,3132
1265,708834316713893888,541,1787
1266,708810915978854401,7457,17357
1267,708738143638450176,873,2883
1268,708711088997666817,783,2684
1269,708479650088034305,724,2684
1270,708469915515297792,881,3247
1271,708400866336894977,10859,16851
1272,708356463048204288,1436,3805
1273,708349470027751425,790,2475
1274,708149363256774660,1654,4499
1275,708130923141795840,896,3564
1276,708119489313951744,1051,2824
1277,708109389455101952,579,2031
1278,708026248782585858,2054,4594
1279,707995814724026368,1206,3285
1280,707983188426153984,2,51
1281,707969809498152960,1039,2844
1282,707776935007539200,1016,3449
1283,707741517457260545,655,2627
1284,707738799544082433,2650,4316
1285,707693576495472641,1075,3624
1286,707629649552134146,941,2717
1287,707610948723478529,6887,17855
1288,707420581654872064,740,2394
1289,707411934438625280,642,2402
1290,707387676719185920,1398,3695
1291,707377100785885184,1158,3462
1292,707315916783140866,688,2609
1293,707297311098011648,854,2911
1294,707059547140169728,728,2710
1295,707038192327901184,852,2315
1296,707021089608753152,1469,4287
1297,707014260413456384,643,2432
1298,706904523814649856,8415,15356
1299,706901761596989440,643,2182
1300,706681918348251136,1039,3500
1301,706644897839910912,1176,2720
1302,706593038911545345,670,2275
1303,706538006853918722,1515,3646
1304,706516534877929472,1111,3264
1305,706346369204748288,992,3632
1306,706310011488698368,8583,22580
1307,706291001778950144,500,1794
1308,706265994973601792,983,2876
1309,706169069255446529,2387,4118
1310,706166467411222528,1727,5428
1311,706153300320784384,414,1575
1312,705975130514706432,795,3266
1313,705970349788291072,956,3308
1314,705898680587526145,599,2505
1315,705786532653883392,567,2055
1316,705591895322394625,1233,3339
1317,705475953783398401,995,3116
1318,705442520700944385,1769,4694
1319,705428427625635840,1817,4034
1320,705239209544720384,809,3161
1321,705223444686888960,867,2731
1322,705102439679201280,548,2269
1323,705066031337840642,650,2294
1324,704871453724954624,1195,4500
1325,704859558691414016,586,2383
1326,704847917308362754,1644,5393
1327,704819833553219584,1073,2779
1328,704761120771465216,3115,6998
1329,704499785726889984,1073,3102
1330,704491224099647488,89,808
1331,704480331685040129,1138,3584
1332,704364645503647744,3824,8473
1333,704347321748819968,376,1676
1334,704134088924532736,502,1596
1335,704113298707505153,606,1964
1336,704054845121142784,986,3078
1337,703774238772166656,500,1948
1338,703769065844768768,1221,3472
1339,703631701117943808,744,2736
1340,703611486317502464,1631,4072
1341,703425003149250560,1483,4010
1342,703407252292673536,751,2592
1343,703382836347330562,1226,3702
1344,703356393781329922,417,2020
1345,703268521220972544,587,2079
1346,703079050210877440,3334,7792
1347,703041949650034688,13480,27848
1348,702932127499816960,778,2734
1349,702899151802126337,483,1703
1350,702684942141153280,1160,3397
1351,702671118226825216,604,2316
1352,702598099714314240,3515,10912
1353,702539513671897089,1027,3034
1354,702332542343577600,1669,3367
1355,702321140488925184,1107,3460
1356,702276748847800320,819,2614
1357,702217446468493312,1439,5074
1358,701981390485725185,1064,3635
1359,701952816642965504,1100,4022
1360,701889187134500865,1476,3760
1361,701805642395348998,1822,3624
1362,701601587219795968,491,2205
1363,701570477911896070,1005,2979
1364,701545186879471618,659,2806
1365,701214700881756160,5497,12902
1366,700890391244103680,617,2342
1367,700864154249383937,661,2737
1368,700847567345688576,538,2568
1369,700796979434098688,1032,2574
1370,700747788515020802,10071,24107
1371,700518061187723268,860,2790
1372,700505138482569216,616,2406
1373,700462010979500032,1935,4375
1374,700167517596164096,800,2799
1375,700151421916807169,711,2365
1376,700143752053182464,2956,7953
1377,700062718104104960,746,2793
1378,700029284593901568,628,2187
1379,700002074055016451,1448,3496
1380,699801817392291840,1033,3225
1381,699788877217865730,533,2373
1382,699779630832685056,1333,2928
1383,699775878809702401,652,2073
1384,699691744225525762,4934,10835
1385,699446877801091073,2807,6264
1386,699434518667751424,546,2286
1387,699423671849451520,354,1450
1388,699413908797464576,664,2182
1389,699370870310113280,472,1987
1390,699323444782047232,926,3336
1391,699088579889332224,676,2363
1392,699079609774645248,706,2582
1393,699072405256409088,1273,3172
1394,699060279947165696,1944,3991
1395,699036661657767936,1285,2754
1396,698989035503689728,1061,3568
1397,698953797952008193,971,2859
1398,698907974262222848,667,2679
1399,698710712454139905,734,2614
1400,698703483621523456,406,1529
1401,698635131305795584,366,1356
1402,698549713696649216,662,2446
1403,698355670425473025,486,1976
1404,698342080612007937,1019,2387
1405,698262614669991936,2162,5020
1406,698195409219559425,6406,17696
1407,698178924120031232,791,2956
1408,697995514407682048,359,1613
1409,697990423684476929,1389,3475
1410,697943111201378304,743,2539
1411,697881462549430272,1275,3185
1412,697630435728322560,578,1848
1413,697616773278015490,1084,3339
1414,697596423848730625,1356,3209
1415,697575480820686848,541,2155
1416,697516214579523584,1216,2192
1417,697482927769255936,724,2556
1418,697463031882764288,1479,3601
1419,697270446429966336,1997,4930
1420,697259378236399616,1070,3465
1421,697255105972801536,1243,3181
1422,697242256848379904,714,2658
1423,696900204696625153,1102,3368
1424,696894894812565505,730,2479
1425,696886256886657024,1926,5107
1426,696877980375769088,763,2576
1427,696754882863349760,384,1556
1428,696744641916489729,1011,2182
1429,696713835009417216,695,2515
1430,696518437233913856,1821,4103
1431,696490539101908992,156,1289
1432,696488710901260288,1110,2682
1433,696405997980676096,1223,3394
1434,696100768806522880,715,2046
1435,695816827381944320,1255,3175
1436,695794761660297217,843,3367
1437,695767669421768709,800,1976
1438,695629776980148225,2257,4822
1439,695446424020918272,1943,4603
1440,695409464418041856,3833,9104
1441,695314793360662529,1584,3854
1442,695095422348574720,661,2793
1443,695074328191332352,1189,3002
1444,695064344191721472,645,1698
1445,695051054296211456,846,2817
1446,694925794720792577,981,2841
1447,694905863685980160,1003,2912
1448,694669722378485760,15541,37719
1449,694356675654983680,312,1594
1450,694352839993344000,669,2151
1451,694342028726001664,524,1666
1452,694329668942569472,539,2118
1453,694206574471057408,2178,4427
1454,694183373896572928,998,3110
1455,694001791655137281,1110,3584
1456,693993230313091072,435,1975
1457,693942351086120961,398,1829
1458,693647888581312512,637,2851
1459,693644216740769793,137,1420
1460,693642232151285760,447,2681
1461,693629975228977152,861,2584
1462,693622659251335168,398,1628
1463,693590843962331137,2121,5343
1464,693582294167244802,274,1731
1465,693486665285931008,678,1878
1466,693280720173801472,1332,3555
1467,693267061318012928,882,2529
1468,693262851218264065,539,2356
1469,693231807727280129,789,3025
1470,693155686491000832,3443,8333
1471,693109034023534592,660,1820
1472,693095443459342336,499,1984
1473,692919143163629568,800,2830
1474,692905862751522816,945,2575
1475,692901601640583168,652,1888
1476,692894228850999298,869,2410
1477,692828166163931137,947,3034
1478,692752401762250755,3907,7210
1479,692568918515392513,1654,4592
1480,692535307825213440,1458,3372
1481,692530551048294401,452,1950
1482,692423280028966913,247,1559
1483,692417313023332352,3734,9861
1484,692187005137076224,879,2665
1485,692158366030913536,852,2277
1486,692142790915014657,423,1732
1487,692041934689402880,1369,3591
1488,692017291282812928,1022,3027
1489,691820333922455552,1776,4174
1490,691793053716221953,4516,8564
1491,691756958957883396,1100,3056
1492,691675652215414786,547,2056
1493,691483041324204033,608,2510
1494,691459709405118465,1240,4293
1495,691444869282295808,913,2798
1496,691416866452082688,8222,20431
1497,691321916024623104,710,2716
1498,691096613310316544,959,3132
1499,691090071332753408,360,1805
1500,690989312272396288,3091,6242
1501,690959652130045952,1353,3788
1502,690938899477221376,2149,4371
1503,690932576555528194,1104,3475
1504,690735892932222976,1381,4000
1505,690728923253055490,557,2296
1506,690690673629138944,857,2460
1507,690649993829576704,302,1382
1508,690607260360429569,17,305
1509,690597161306841088,647,2079
1510,690400367696297985,489,1979
1511,690374419777196032,929,3445
1512,690360449368465409,958,2796
1513,690348396616552449,551,1592
1514,690248561355657216,441,1776
1515,690021994562220032,1114,2956
1516,690015576308211712,793,2653
1517,690005060500217858,1813,3874
1518,689999384604450816,403,1510
1519,689993469801164801,491,1553
1520,689977555533848577,481,1446
1521,689905486972461056,746,2572
1522,689877686181715968,1275,3189
1523,689835978131935233,813,2288
1524,689661964914655233,1003,3385
1525,689659372465688576,4185,10955
1526,689623661272240129,694,2359
1527,689599056876867584,5951,12292
1528,689557536375177216,496,2165
1529,689517482558820352,1541,3584
1530,689289219123089408,1004,2385
1531,689283819090870273,1192,3485
1532,689280876073582592,773,2110
1533,689275259254616065,264,1225
1534,689255633275777024,1164,2707
1535,689154315265683456,1080,3235
1536,689143371370250240,553,2139
1537,688916208532455424,940,2885
1538,688908934925697024,832,2232
1539,688898160958271489,850,2224
1540,688894073864884227,745,2363
1541,688828561667567616,398,1464
1542,688804835492233216,210,1014
1543,688789766343622656,718,2344
1544,688547210804498433,758,2756
1545,688519176466644993,791,2446
1546,688385280030670848,4798,9826
1547,688211956440801280,901,2351
1548,688179443353796608,632,2235
1549,688116655151435777,845,2979
1550,688064179421470721,387,1823
1551,687841446767013888,2726,5780
1552,687826841265172480,1216,2884
1553,687818504314159109,1020,2647
1554,687807801670897665,756,2527
1555,687732144991551489,704,1863
1556,687704180304273409,902,2577
1557,687664829264453632,552,2048
1558,687494652870668288,619,2021
1559,687480748861947905,263,1691
1560,687476254459715584,574,2083
1561,687460506001633280,586,2163
1562,687399393394311168,678,2002
1563,687317306314240000,9863,21237
1564,687312378585812992,2045,4604
1565,687127927494963200,2466,5770
1566,687124485711986689,544,2290
1567,687109925361856513,2658,6137
1568,687102708889812993,1066,2477
1569,687096057537363968,653,2373
1570,686947101016735744,3427,9098
1571,686760001961103360,1483,3720
1572,686749460672679938,1572,3670
1573,686730991906516992,1289,4388
1574,686683045143953408,864,2974
1575,686618349602762752,1463,3888
1576,686606069955735556,583,2001
1577,686394059078897668,734,1850
1578,686386521809772549,947,3441
1579,686377065986265092,603,2346
1580,686358356425093120,735,2324
1581,686286779679375361,1794,4235
1582,686050296934563840,788,2331
1583,686035780142297088,131,1221
1584,686034024800862208,1258,3297
1585,686007916130873345,452,2619
1586,686003207160610816,681,1927
1587,685973236358713344,568,2231
1588,685943807276412928,651,1722
1589,685906723014619143,3138,7951
1590,685681090388975616,137,2147
1591,685667379192414208,621,2475
1592,685663452032069632,1579,3441
1593,685641971164143616,838,3106
1594,685547936038666240,16917,34833
1595,685532292383666176,1238,3216
1596,685325112850124800,4308,10021
1597,685321586178670592,692,2802
1598,685315239903100929,1164,3546
1599,685307451701334016,475,2185
1600,685268753634967552,1300,3279
1601,685198997565345792,718,2469
1602,685169283572338688,1534,4332
1603,684969860808454144,411,2495
1604,684959798585110529,3385,7210
1605,684940049151070208,1125,3403
1606,684926975086034944,505,3701
1607,684914660081053696,1572,3703
1608,684902183876321280,571,1989
1609,684880619965411328,883,2220
1610,684830982659280897,23286,37040
1611,684800227459624960,1075,2863
1612,684594889858887680,3814,9441
1613,684588130326986752,1514,4357
1614,684567543613382656,1329,3184
1615,684538444857667585,1033,2804
1616,684481074559381504,1260,4086
1617,684460069371654144,598,2093
1618,684241637099323392,3563,8631
1619,684225744407494656,229,1311
1620,684222868335505415,1487,4065
1621,684200372118904832,1115,2288
1622,684195085588783105,560,2029
1623,684188786104872960,1263,3679
1624,684177701129875456,727,2131
1625,684147889187209216,1619,3148
1626,684122891630342144,514,2108
1627,684097758874210310,1554,4347
1628,683857920510050305,1205,4027
1629,683852578183077888,378,2032
1630,683849932751646720,1059,2774
1631,683828599284170753,1143,2956
1632,683773439333797890,1464,3537
1633,683742671509258241,3593,6877
1634,683515932363329536,3138,7783
1635,683498322573824003,1035,3351
1636,683481228088049664,1072,2785
1637,683462770029932544,722,2575
1638,683449695444799489,1733,4120
1639,683391852557561860,2577,8043
1640,683357973142474752,1014,3101
1641,683142553609318400,1121,3048
1642,683111407806746624,984,3593
1643,683098815881154561,712,2291
1644,683078886620553216,605,2094
1645,683030066213818368,791,2277
1646,682962037429899265,18023,39078
1647,682808988178739200,194,1872
1648,682788441537560576,1207,2613
1649,682750546109968385,472,1608
1650,682697186228989953,387,1391
1651,682662431982772225,1165,3213
1652,682638830361513985,648,2168
1653,682429480204398592,1255,3627
1654,682406705142087680,1906,8011
1655,682393905736888321,739,2367
1656,682389078323662849,504,1766
1657,682303737705140231,1077,3255
1658,682259524040966145,1311,4406
1659,682242692827447297,1279,3437
1660,682088079302213632,10682,19339
1661,682059653698686977,1830,5245
1662,682047327939461121,1042,3395
1663,682032003584274432,2170,6951
1664,682003177596559360,1651,3323
1665,681981167097122816,1111,2936
1666,681891461017812993,892,2608
1667,681694085539872773,4368,13481
1668,681679526984871937,482,1858
1669,681654059175129088,1001,2792
1670,681610798867845120,511,2014
1671,681579835668455424,1411,3742
1672,681523177663676416,6278,15118
1673,681340665377193984,302,1731
1674,681339448655802368,4382,9800
1675,681320187870711809,819,2801
1676,681302363064414209,1980,4171
1677,681297372102656000,1032,3371
1678,681281657291280384,1188,3399
1679,681261549936340994,297,1535
1680,681242418453299201,585,1580
1681,681231109724700672,521,2525
1682,681193455364796417,1610,3917
1683,680970795137544192,719,2565
1684,680959110691590145,2153,4803
1685,680940246314430465,1140,3400
1686,680934982542561280,476,2194
1687,680913438424612864,667,2524
1688,680889648562991104,395,1863
1689,680836378243002368,1431,3649
1690,680805554198020098,715,2285
1691,680801747103793152,894,2498
1692,680798457301471234,1122,3016
1693,680609293079592961,771,2780
1694,680583894916304897,1449,3815
1695,680497766108381184,2060,4469
1696,680494726643068929,519,1803
1697,680473011644985345,805,2681
1698,680440374763077632,546,1535
1699,680221482581123072,310,1535
1700,680206703334408192,1267,2986
1701,680191257256136705,546,2264
1702,680176173301628928,1691,4112
1703,680161097740095489,791,2436
1704,680145970311643136,1876,3811
1705,680130881361686529,1022,2416
1706,680115823365742593,978,2867
1707,680100725817409536,1475,3766
1708,680085611152338944,9604,13478
1709,680070545539371008,944,2708
1710,680055455951884288,7665,17596
1711,679877062409191424,691,2073
1712,679872969355714560,714,2295
1713,679862121895714818,670,2588
1714,679854723806179328,1331,3018
1715,679844490799091713,828,2495
1716,679828447187857408,15120,38184
1717,679777920601223168,1205,3243
1718,679736210798047232,858,2200
1719,679729593985699840,884,2277
1720,679722016581222400,507,1739
1721,679530280114372609,2232,5020
1722,679527802031484928,779,2783
1723,679511351870550016,1374,3551
1724,679503373272485890,1595,3324
1725,679475951516934144,687,2204
1726,679462823135686656,20278,33426
1727,679405845277462528,1293,2503
1728,679158373988876288,8730,22621
1729,679148763231985668,1107,2915
1730,679132435750195208,1244,3118
1731,679111216690831360,2743,6261
1732,679062614270468097,8830,17962
1733,679047485189439488,734,2367
1734,679001094530465792,1326,2969
1735,678991772295516161,1263,2440
1736,678969228704284672,497,1723
1737,678800283649069056,970,2700
1738,678798276842360832,1276,3659
1739,678774928607469569,993,2930
1740,678767140346941444,1467,3708
1741,678764513869611008,514,1713
1742,678755239630127104,3555,7502
1743,678740035362037760,1827,3943
1744,678708137298427904,2609,5839
1745,678675843183484930,1593,3018
1746,678643457146150913,457,2152
1747,678446151570427904,1686,4192
1748,678424312106393600,2730,5679
1749,678410210315247616,1958,4439
1750,678399652199309312,33952,82170
1751,678396796259975168,451,1667
1752,678389028614488064,452,1960
1753,678380236862578688,970,2556
1754,678341075375947776,578,1808
1755,678334497360859136,283,1365
1756,678278586130948096,6509,12024
1757,678255464182861824,398,1660
1758,678023323247357953,415,2019
1759,678021115718029313,6818,14420
1760,677961670166224897,1803,3576
1761,677918531514703872,439,1410
1762,677895101218201600,2256,5055
1763,677716515794329600,1034,3188
1764,677700003327029250,1540,3556
1765,677698403548192770,340,1283
1766,677687604918272002,900,2592
1767,677673981332312066,1607,3504
1768,677662372920729601,1045,2039
1769,677644091929329666,850,1964
1770,677573743309385728,775,2239
1771,677565715327688705,486,1351
1772,677557565589463040,1244,2547
1773,677547928504967168,3886,7246
1774,677530072887205888,242,1121
1775,677335745548390400,1914,3187
1776,677334615166730240,314,1422
1777,677331501395156992,253,1139
1778,677328882937298944,1595,3796
1779,677314812125323265,573,1718
1780,677301033169788928,437,1302
1781,677269281705472000,753,2087
1782,677228873407442944,1745,3706
1783,677187300187611136,985,2855
1784,676975532580409345,1143,2898
1785,676957860086095872,862,2309
1786,676949632774234114,422,1359
1787,676948236477857792,929,2274
1788,676946864479084545,404,1777
1789,676942428000112642,811,2166
1790,676936541936185344,5237,13264
1791,676916996760600576,1918,3092
1792,676897532954456065,769,2355
1793,676864501615042560,758,2203
1794,676821958043033607,16648,24073
1795,676819651066732545,705,1880
1796,676811746707918848,451,1477
1797,676776431406465024,2140,5203
1798,676617503762681856,1048,3021
1799,676613908052996102,207,1140
1800,676606785097199616,466,1963
1801,676603393314578432,416,1224
1802,676593408224403456,2296,4772
1803,676590572941893632,135,957
1804,676588346097852417,851,2437
1805,676582956622721024,299,1256
1806,676575501977128964,1193,2700
1807,676533798876651520,595,1957
1808,676496375194980353,569,1582
1809,676470639084101634,4961,12107
1810,676440007570247681,710,1795
1811,676430933382295552,365,1459
1812,676263575653122048,581,2165
1813,676237365392908289,312,1276
1814,676219687039057920,32989,77983
1815,676215927814406144,624,1812
1816,676191832485810177,1091,2370
1817,676146341966438401,710,1995
1818,676121918416756736,1232,2229
1819,676101918813499392,1230,2927
1820,676098748976615425,1529,3135
1821,676089483918516224,456,1372
1822,675898130735476737,607,1704
1823,675891555769696257,927,2221
1824,675888385639251968,1019,2471
1825,675878199931371520,1481,4343
1826,675870721063669760,605,1707
1827,675853064436391936,1377,2794
1828,675849018447167488,161,978
1829,675845657354215424,944,2373
1830,675822767435051008,566,1583
1831,675820929667219457,244,1092
1832,675798442703122432,3587,10649
1833,675781562965868544,503,1683
1834,675740360753160193,367,1212
1835,675710890956750848,878,1965
1836,675707330206547968,736,2061
1837,675706639471788032,103,670
1838,675534494439489536,441,1882
1839,675531475945709568,409,1222
1840,675522403582218240,303,1079
1841,675517828909424640,486,1354
1842,675501075957489664,6150,17764
1843,675497103322386432,1374,3255
1844,675489971617296384,629,1348
1845,675483430902214656,1025,1914
1846,675432746517426176,597,1583
1847,675372240448454658,534,1759
1848,675362609739206656,242,1085
1849,675354435921575936,18136,33969
1850,675349384339542016,2388,4058
